kegg_id,Keq,stdev,bigg_id
R03291,7.16E-10,1.45E-03,HPROa
R03292,8.54E-02,1.39E-03,
R03293,4.78E-10,1.45E-03,HPROb
R03295,6.81E-07,1.01E-03,
R03296,1.00E+00,9.64E-02,
R03297,8.51E-01,1.18E-01,
R03299,2.05E+77,5.94E-02,3HPAOX
R03300,3.03E+06,4.12E-01,34DHALDD
R03302,2.03E+06,4.12E-01,34DHPLACOX_NADP
R03303,2.91E+44,1.51E-02,DHPDO
R03307,2.23E+01,5.94E-02,MUCCY_kt
R03310,1.42E+78,1.34E-03,
R03313,1.70E-02,2.86E-01,G5SDym
R03314,1.01E-02,2.17E-02,G5SADrm
R03315,1.37E+02,3.80E-01,
R03317,9.51E+02,3.50E-01,UACMAMO
R03321,3.65E-01,7.24E-01,G6PI3
R03322,1.25E+07,1.05E-02,
R03323,3.64E+00,3.67E-03,
R03325,1.64E-04,4.46E-01,
R03327,7.88E-02,2.98E-01,
R03329,2.49E+67,3.11E-02,
R03330,9.51E+02,3.36E-01,
R03333,9.42E+05,1.00E-01,
R03336,4.12E-14,2.76E-02,34HPLFM
R03337,4.12E-14,2.76E-02,
R03338,2.75E-14,2.76E-02,
R03339,2.75E-14,2.76E-02,
R03341,9.62E+11,1.28E-02,
R03342,5.97E+09,2.44E-02,34HPPYRI
R03346,2.71E+04,2.55E-02,NT5C
R03347,6.42E-01,2.55E-02,NICRNS
R03348,9.73E-05,2.08E-02,NNDPRm
R03349,5.74E-04,4.12E-01,
R03350,1.12E+02,3.80E-01,
R03352,1.67E+04,2.00E-03,
R03353,1.55E+01,4.49E-03,
R03357,1.52E-04,4.46E-01,
R03358,1.36E+04,2.07E-01,
R03359,1.03E+03,2.26E-02,
R03365,7.42E+54,1.45E-02,
R03367,5.63E+02,7.27E-02,
R03369,2.05E+77,5.94E-02,
R03371,3.50E-01,3.36E-01,
R03372,3.50E-01,3.36E-01,MIHKPP
R03373,2.46E-04,4.65E-01,
R03374,3.09E+00,2.26E-03,
R03375,6.40E+00,2.26E-02,
R03381,3.77E+01,6.98E-02,
R03383,1.41E+05,6.70E-02,
R03384,2.63E+00,3.36E-01,
R03385,6.32E+66,3.11E-02,
R03386,9.09E+66,3.11E-02,
R03387,2.41E+02,6.98E-02,DDGALK
R03391,9.50E-10,3.50E-01,
R03392,6.34E-10,3.50E-01,
R03393,9.51E+02,3.36E-01,
R03394,1.32E+02,3.36E-01,
R03395,5.65E+01,3.80E-01,
R03396,7.88E-02,2.98E-01,
R03397,7.88E-02,2.98E-01,
R03398,5.26E-02,2.86E-01,
R03399,5.26E-02,2.86E-01,
R03401,1.64E-04,5.94E-02,
R03402,5.93E+11,1.93E-03,
R03403,3.97E-90,5.48E-02,
R03406,7.88E-02,2.98E-01,
R03407,5.26E-02,2.86E-01,
R03408,5.29E+71,7.56E-02,
R03409,1.54E+04,3.65E-01,GTPDPDP
R03418,4.10E+00,1.91E-01,
R03421,6.66E+00,1.63E-01,
R03427,1.32E+02,3.36E-01,
R03428,2.31E+03,3.36E-01,
R03429,2.31E+03,3.36E-01,
R03430,1.83E+01,3.36E-01,
R03431,1.94E-06,9.64E-02,
R03433,2.31E+03,3.36E-01,
R03434,1.83E+01,3.36E-01,
R03439,3.51E+61,6.46E-03,
R03440,5.04E+61,6.46E-03,
R03443,4.30E-02,2.86E-01,AGPRim
R03444,2.75E-01,2.25E-01,
R03445,2.47E+20,1.70E-02,
R03448,1.03E+04,1.57E-03,
R03451,4.97E+78,2.44E-02,
R03452,4.33E+71,1.64E-03,
R03457,2.02E+07,3.66E-02,IGPDH
R03458,1.52E-05,2.98E-01,AUNOR
R03460,1.75E+02,1.63E-01,PSCVT
R03462,4.92E+44,1.23E-02,
R03463,3.94E-12,1.28E-01,
R03464,4.31E-15,1.57E-03,
R03465,1.09E-02,1.91E-01,
R03466,3.61E+52,2.77E-03,
R03470,2.06E+13,1.51E-02,4CMLCL_kt
R03471,1.27E+02,3.80E-01,HMPK1
R03472,1.06E+182,1.05E-02,
R03477,7.66E-06,3.00E-03,
R03478,1.67E+04,3.36E-01,
R03479,1.67E+04,3.36E-01,
R03493,2.75E-01,2.25E-01,
R03494,3.93E+01,2.98E-01,
R03495,5.26E-02,2.86E-01,
R03496,1.67E+04,3.36E-01,
R03497,7.88E-02,2.98E-01,
R03498,5.26E-02,2.86E-01,
R03502,6.08E+03,1.44E-01,
R03503,4.09E+01,1.50E-01,HPPK2
R03504,7.90E-03,1.56E-01,DHNPA2r
R03506,3.03E+06,4.12E-01,
R03507,8.98E-05,4.46E-01,
R03508,1.21E+15,9.28E-03,IGPS_1
R03509,1.04E+01,3.80E-01,PRAIi
R03520,1.64E-04,4.46E-01,
R03521,6.88E-10,1.53E-06,
R03530,3.50E-01,3.65E-01,NDPK10n
R03531,9.02E+06,1.39E-01,NTPP10
R03534,1.04E-01,6.18E-02,HGDm
R03535,1.06E-17,1.14E-02,
R03537,9.05E+05,1.00E-01,23CN2P1
R03538,1.02E+06,1.00E-01,23CN2P2
R03540,4.30E-02,5.05E-02,MALMDA
R03543,4.88E+59,1.71E-03,
R03544,1.74E+04,1.44E-01,ALCD4
R03545,2.60E+04,1.44E-01,ALCD4y
R03546,2.80E+06,2.87E-02,
R03548,1.23E+11,1.18E-01,
R03550,4.22E+54,6.20E-03,GADOX
R03551,1.77E+10,5.94E-02,
R03553,2.00E-89,1.63E-02,
R03555,1.28E+62,6.79E-06,
R03556,5.29E+71,7.56E-02,
R03558,1.39E+11,1.18E-01,
R03559,2.58E+69,4.87E-03,
R03560,3.07E+77,5.94E-02,
R03562,3.07E+77,5.94E-02,
R03563,2.21E+04,1.63E-01,
R03564,4.52E-05,1.63E-01,
R03565,1.03E+02,1.76E-01,
R03566,3.07E+77,5.94E-02,
R03567,8.46E+01,7.27E-02,
R03568,3.07E+77,5.94E-02,
R03569,6.02E-81,4.14E-03,
R03572,6.00E-05,4.46E-01,
R03573,9.65E+10,1.18E-01,
R03574,1.70E+11,1.18E-01,
R03576,3.62E+01,2.07E-01,ALLK
R03577,8.98E-05,4.46E-01,
R03579,2.97E+00,1.76E-01,
R03581,6.00E-05,4.46E-01,
R03582,7.88E-02,2.98E-01,
R03583,5.26E-02,2.86E-01,
R03586,7.20E+01,2.25E-01,
R03588,1.70E+11,1.18E-01,
R03589,3.37E+11,1.04E-01,
R03594,1.28E+11,1.18E-01,
R03604,1.66E-07,1.50E-01,
R03605,1.39E+11,1.18E-01,
R03607,9.20E+00,3.80E-01,
R03608,3.07E+77,5.94E-02,
R03610,5.29E+71,7.56E-02,
R03611,1.21E-71,8.20E-02,
R03612,4.25E+02,7.56E-02,
R03616,1.00E+00,1.39E-01,
R03620,3.38E-02,5.94E-02,
R03621,3.54E-04,3.10E-01,
R03622,3.36E-01,2.25E-01,
R03625,1.90E+01,2.87E-02,
R03627,6.91E+01,9.64E-02,
R03628,2.19E+57,5.96E-03,
R03630,1.36E+79,2.88E-03,
R03631,4.62E+01,2.09E-03,
R03634,1.50E+00,1.56E-01,SYGH
R03635,3.89E+04,2.35E-02,
R03636,6.70E-02,2.86E-01,
R03637,1.89E+77,5.94E-02,
R03638,2.84E+77,5.94E-02,
R03639,3.07E+77,5.94E-02,
R03640,4.38E+80,2.26E-02,
R03642,1.70E-02,2.54E-01,
R03666,1.34E+09,2.09E-04,
R03667,9.41E-07,1.45E-03,
R03668,4.13E-02,3.10E-01,
R03671,1.40E+08,9.25E-02,
R03672,5.73E+09,3.30E-07,
R03673,1.13E+11,6.30E-08,
R03674,9.21E+12,4.21E-08,
R03675,4.92E+06,1.24E-04,
R03678,1.99E-01,4.68E-03,
R03679,6.87E+03,1.63E-01,
R03686,1.03E+02,1.76E-01,
R03688,2.19E+07,3.80E-01,
R03689,3.67E+10,2.44E-01,
R03691,3.12E-03,3.50E-01,
R03692,2.34E+11,3.82E-03,
R03693,3.10E-01,1.50E-01,
R03694,1.28E-01,9.25E-02,
R03695,8.28E-05,1.09E-03,
R03696,1.09E-01,2.25E-01,
R03699,1.91E+00,3.80E-01,
R03707,2.46E-04,4.65E-01,
R03708,1.65E+08,5.26E-02,
R03709,8.13E-12,3.36E-01,
R03710,1.39E+11,1.18E-01,
R03713,2.55E-03,2.26E-03,
R03718,8.07E+03,2.17E-03,
R03719,2.10E-05,7.56E-02,
R03720,6.16E+24,2.26E-03,
R03723,1.01E-04,6.44E-02,
R03727,3.22E+00,2.26E-03,
R03728,8.84E+87,5.70E-02,
R03732,3.87E-07,5.05E-02,
R03733,5.98E-04,2.64E-01,
R03735,5.14E-07,1.57E-03,
R03737,1.29E+84,2.19E-06,
R03738,3.06E-09,5.74E-04,
R03745,7.88E-02,2.98E-01,
R03747,1.03E+03,8.54E-02,
R03751,1.45E+10,1.92E-02,
R03753,5.26E-02,2.86E-01,
R03758,3.40E-04,8.54E-02,AOBUTDsm
R03759,2.78E-04,4.65E-01,APPLDHr
R03761,4.27E+00,3.65E-01,
R03766,1.43E+02,3.80E-01,
R03770,1.04E+01,3.80E-01,
R03772,5.18E+03,1.69E-01,
R03774,2.19E+07,3.80E-01,
R03776,5.43E-12,3.23E-01,ACOAR3m
R03777,7.74E-09,7.88E-02,ACOA80OR
R03778,1.87E-06,3.36E-01,ACACT4r
R03780,2.43E+00,3.36E-01,
R03781,5.95E+10,4.85E-02,
R03782,6.39E+13,6.98E-02,
R03785,2.33E+00,1.91E-01,
R03790,2.46E-04,4.65E-01,
R03792,2.46E-04,4.65E-01,
R03796,1.24E-05,1.44E-01,
R03799,1.12E+26,1.85E-03,
R03800,8.07E+03,2.16E-01,
R03801,3.07E+02,4.49E-03,
R03802,2.23E+02,2.44E-01,
R03804,2.51E+02,1.69E-01,
R03810,2.88E-03,1.84E-02,
R03812,4.20E+80,2.26E-02,
R03819,1.04E+00,2.25E-01,
R03820,2.23E+02,2.44E-01,
R03821,1.69E-12,1.24E-04,
R03822,1.81E+04,1.77E-02,
R03823,1.32E-73,1.59E-06,
R03824,2.75E+36,1.29E-03,LCYB
R03826,9.51E+02,3.50E-01,
R03827,5.26E-02,2.86E-01,
R03829,2.06E+01,3.97E-02,
R03834,4.75E-83,5.48E-02,
R03848,5.26E-02,2.86E-01,
R03850,2.55E-03,2.26E-03,
R03851,2.49E+67,3.11E-02,
R03856,5.43E-12,3.23E-01,ACOAR5m
R03857,7.74E-09,7.88E-02,ACOAD5f
R03858,1.87E-06,3.36E-01,ACACT6p
R03859,3.28E-06,1.51E-03,
R03863,2.46E-04,4.65E-01,
R03864,1.64E-04,4.46E-01,
R03866,2.58E+69,8.54E-02,
R03869,5.34E+06,4.12E-01,ALDH
R03871,7.98E-31,3.24E-02,
R03872,2.60E-46,5.24E-01,
R03873,3.17E-57,1.05E-03,
R03879,5.26E-02,2.86E-01,
R03880,5.18E+03,2.26E-02,
R03882,2.46E-04,5.94E-02,
R03883,1.64E-04,5.94E-02,
R03884,3.21E+01,2.09E-03,
R03886,8.98E-05,4.46E-01,
R03887,1.73E+05,1.76E-01,
R03889,2.58E+06,4.12E-01,AM6SAD
R03891,1.16E+55,5.96E-03,
R03893,1.79E-06,3.66E-02,
R03894,1.61E+02,8.54E-02,3MOPDC
R03896,2.44E-02,1.44E-01,
R03897,2.26E-02,1.04E-01,
R03898,2.26E-02,1.04E-01,CITCIb
R03899,1.03E+16,1.23E-02,RE1539X
R03900,5.43E-12,3.23E-01,
R03903,6.59E+03,2.54E-01,
R03906,6.12E+01,2.54E-01,
R03908,2.16E-01,9.64E-02,
R03910,2.23E+02,6.44E-02,
R03911,1.07E+04,2.54E-01,
R03918,6.00E-05,4.46E-01,
R03920,3.61E+02,6.16E-01,ABFPT
R03921,4.41E+03,2.25E-01,FFSD
R03928,1.46E-30,2.44E-01,
R03929,9.05E+05,1.00E-01,23CN2P3
R03930,4.81E-12,2.44E-01,
R03932,3.79E+00,1.19E-03,
R03935,5.02E+00,1.23E-02,
R03936,3.13E+09,1.84E-01,
R03937,1.33E+00,3.10E-01,
R03939,3.12E-03,3.50E-01,
R03942,1.08E+02,2.25E-01,
R03945,8.98E-05,4.46E-01,
R03952,2.15E+01,2.34E-01,
R03953,4.16E+46,4.48E-02,
R03954,3.89E-21,1.70E-02,
R03956,1.19E-03,1.23E-02,
R03959,2.35E-02,3.50E-01,MUCCYCI
R03960,4.72E-06,2.34E-01,
R03963,8.98E-05,4.46E-01,
R03964,2.05E+77,5.94E-02,
R03965,3.09E+00,2.26E-03,
R03968,2.75E-01,2.25E-01,IPPMIb
R03969,1.17E+02,3.50E-01,
R03970,7.56E-02,1.56E-01,r0648
R03971,8.20E-02,1.56E-01,
R03974,4.17E-05,2.09E-03,RE1835C
R03975,2.97E+00,1.76E-01,
R03977,4.12E-01,2.64E-01,
R03978,1.11E+06,7.56E-02,
R03984,1.30E-07,1.56E-01,
R03989,5.43E-12,3.23E-01,ACOAR6m
R03990,7.74E-09,7.88E-02,ACOAD6f
R03991,1.87E-06,3.36E-01,ACACT7p
R03994,2.46E-04,7.95E-05,
R03995,8.78E-23,3.51E-02,
R03996,4.93E-44,2.98E-01,
R03997,2.84E+77,5.94E-02,
R03998,2.94E+91,2.36E-03,
R03999,6.58E+91,2.36E-03,
R04000,3.21E+01,2.09E-03,
R04001,3.64E+00,2.25E-01,IPPMIa
R04002,3.40E-04,3.23E-01,
R04005,1.39E+11,1.18E-01,
R04006,1.66E-07,1.50E-01,
R04025,3.45E+16,2.65E-02,APRTO2
R04027,1.89E+15,8.25E-04,NMPTRCOX
R04028,1.49E+01,2.34E-01,
R04029,1.43E+01,2.34E-01,
R04030,1.97E+02,2.09E-03,SUCBZL
R04031,5.96E-03,8.92E-03,
R04038,1.51E+09,1.45E-02,
R04041,2.84E+02,1.76E-01,
R04042,5.94E-152,2.44E-02,
R04049,9.38E-06,9.64E-02,DGC3D
R04050,1.89E+03,7.88E-02,
R04051,7.88E-02,2.26E-03,
R04053,1.49E+02,1.39E-03,
R04056,6.93E+00,2.44E-01,
R04057,7.52E+00,2.09E-03,
R04059,2.77E-03,8.54E-02,
R04060,7.43E+66,1.20E-07,
R04061,1.20E+55,5.96E-03,
R04065,2.80E+06,4.12E-01,IMACTD
R04066,1.35E+70,3.66E-02,
R04068,1.40E+09,1.33E-01,
R04083,6.98E-177,2.44E-02,
R04084,3.27E+08,5.74E-04,
R04085,5.12E+19,9.67E-03,
R04088,4.39E+04,9.67E-03,
R04089,6.79E+44,1.57E-02,3MCAT23DOX
R04091,1.42E+03,5.70E-02,
R04095,3.88E-08,6.70E-02,ACOAD8m
R04099,5.26E-02,2.86E-01,
R04103,4.84E-01,6.68E-01,PENAM
R04105,1.64E-04,4.46E-01,
R04106,1.64E-04,4.46E-01,
R04108,1.28E+11,1.18E-01,
R04112,1.00E+00,1.69E-01,
R04113,1.04E+00,8.20E-02,
R04115,3.36E+12,6.72E-03,
R04117,8.79E+64,7.90E-03,
R04119,8.69E+05,5.05E-02,
R04127,2.95E+02,1.76E-01,
R04130,2.05E+77,5.94E-02,
R04131,1.33E+00,3.10E-01,
R04132,1.33E+00,3.10E-01,OHEDH
R04133,1.12E+03,8.54E-02,
R04135,2.94E+03,8.54E-02,
R04136,1.57E-02,9.64E-02,
R04137,2.75E-01,2.25E-01,ECH_3hivcoa
R04138,3.93E+01,2.98E-01,MCTC
R04139,7.88E-02,2.98E-01,
R04141,8.87E+11,8.54E-02,
R04142,1.81E-09,8.20E-02,
R04143,3.79E+00,2.55E-02,MTRK
R04144,1.11E+04,1.76E-01,PPRGL
R04148,5.84E+03,4.66E-02,NNDMBRT
R04150,2.59E+17,1.34E-04,NPHS
R04151,3.36E+12,6.72E-03,
R04152,3.23E-01,9.64E-02,AEPPYRTA
R04154,5.86E+02,9.64E-02,
R04157,1.89E+02,2.09E-03,
R04158,5.59E+04,1.13E-01,
R04163,7.88E-02,2.98E-01,
R04165,3.65E-01,6.68E-01,
R04166,1.68E+15,6.98E-02,
R04167,1.17E+02,3.80E-01,
R04170,7.54E-01,3.10E-01,ECOAH5_1
R04171,2.06E+01,2.34E-01,
R04172,4.97E+03,8.54E-02,3HXKYNDCL
R04173,9.67E-03,7.54E-01,PSERT
R04174,2.52E+01,2.44E-01,
R04175,1.75E+01,1.14E-03,AOXHEXCYCL
R04176,5.20E-248,3.38E-02,
R04185,2.36E-04,4.65E-01,
R04186,1.58E-04,4.46E-01,
R04187,1.00E+00,2.16E-01,
R04188,1.08E+00,2.25E-01,
R04189,2.22E+15,9.67E-03,SADH
R04194,4.54E-44,3.36E-01,
R04198,2.46E-04,5.94E-02,
R04199,1.64E-04,5.94E-02,
R04200,3.28E-06,9.64E-02,
R04201,2.19E-06,9.64E-02,
R04202,1.07E+03,1.84E-01,
R04203,2.36E-04,4.65E-01,HACD9
R04204,3.64E+00,2.25E-01,ECOAH9ir
R04205,1.08E+00,2.26E-03,
R04206,4.82E+00,3.10E-01,
R04209,3.23E-01,3.24E-02,
R04210,2.36E-04,4.65E-01,PERD
R04211,2.82E+04,4.30E-02,
R04217,1.76E+00,2.25E-01,SOTA
R04218,1.31E-08,1.28E-02,
R04221,1.13E+24,6.22E-04,
R04222,3.47E+02,2.17E-02,
R04223,8.43E+02,6.70E-02,
R04224,2.07E-01,3.10E-01,ECOAH12
R04230,1.10E+08,2.65E-02,PPNCL3
R04231,7.06E+07,1.92E-02,PPNCL2
R04234,9.57E+00,7.88E-02,
R04235,9.22E-01,3.65E-01,
R04236,2.27E-04,4.65E-01,
R04248,7.37E+56,1.45E-03,
R04249,5.41E+27,3.25E-03,
R04250,1.60E-21,1.78E-03,
R04251,6.24E+45,3.39E-03,
R04256,2.58E+69,8.54E-02,
R04257,3.97E+35,2.34E-01,
R04259,1.38E+01,5.94E-02,
R04260,6.76E+08,3.38E-02,MUCLI
R04263,7.88E-02,2.98E-01,
R04264,5.26E-02,2.86E-01,
R04265,5.94E-02,1.09E-02,
R04266,1.33E+00,9.64E-02,
R04269,1.49E+01,8.54E-02,
R04270,1.22E+02,1.39E-01,
R04282,4.23E+03,3.53E-03,
R04283,2.62E+64,1.51E-02,
R04285,1.64E-04,4.46E-01,r0673
R04292,4.31E-40,4.85E-02,QULNS_1
R04293,2.57E-30,3.51E-02,QUILSYN
R04296,2.95E+02,1.76E-01,
R04300,3.59E+16,2.65E-02,42A12BOOX
R04304,8.98E-05,4.46E-01,
R04305,3.27E+08,5.74E-04,
R04307,7.88E-02,2.98E-01,
R04309,7.88E-02,2.98E-01,
R04310,5.26E-02,2.86E-01,
R04317,3.07E+02,3.80E-01,
R04320,1.38E+100,2.44E-01,
R04323,6.10E+02,7.27E-02,PCLAD
R04325,1.23E-01,1.33E-02,GARFT
R04326,9.22E-01,1.39E-02,FGFTh
R04328,4.43E-236,4.16E-04,
R04330,7.88E-02,2.98E-01,
R04333,1.99E+00,2.08E-02,
R04334,3.33E+02,1.56E-01,
R04335,2.62E+02,1.76E-01,
R04336,4.35E+07,3.97E-02,
R04338,2.06E+01,2.34E-01,
R04339,4.63E+00,2.17E-03,
R04340,3.09E+00,2.17E-03,
R04342,3.07E+77,5.94E-02,
R04343,1.42E-96,1.63E-01,
R04344,5.26E-02,2.86E-01,
R04345,3.46E-10,2.00E-02,
R04346,1.42E+03,3.98E-03,
R04350,8.15E+00,1.99E-01,
R04352,1.55E+02,1.50E-01,
R04353,2.08E+11,1.04E-01,
R04354,2.08E+11,1.04E-01,
R04356,3.09E+00,1.50E-01,
R04357,1.30E+19,4.48E-02,
R04359,1.03E+02,1.76E-01,
R04364,2.27E-04,3.11E-02,THPAT
R04365,2.89E-04,1.28E-02,THDPS
R04369,2.21E+04,1.44E-01,
R04370,1.64E-04,4.46E-01,
R04371,1.91E+00,6.98E-02,HACNHm
R04372,9.51E+02,3.36E-01,
R04374,1.74E+04,8.59E-04,
R04375,2.56E-04,4.65E-01,
R04376,1.10E+45,1.57E-02,HPPPNDO_1
R04378,4.54E-06,1.70E-02,ADPT2
R04380,1.12E+03,8.54E-02,
R04382,1.23E-02,4.85E-02,
R04383,2.74E+00,6.68E-01,
R04387,5.74E-04,1.39E-01,
R04388,3.12E-03,3.50E-01,
R04391,3.92E+02,3.80E-01,APCPT
R04397,3.40E+08,3.81E-02,
R04399,2.75E-01,2.25E-01,
R04400,4.05E-83,5.48E-02,
R04405,5.24E+12,6.20E-03,MHPGLUT
R04409,2.94E+03,7.27E-02,
R04410,3.93E+01,1.99E-01,
R04412,2.46E-04,4.65E-01,
R04418,1.66E+06,2.44E-01,CMCMSAD
R04419,1.11E+06,2.44E-01,
R04420,1.83E+01,2.35E-02,MTRI
R04424,1.38E+00,1.04E-01,MCITD
R04425,1.38E+00,1.04E-01,MICITDr
R04426,2.36E-04,4.65E-01,IPMD
R04428,1.32E+27,8.89E-02,3HAD40_1
R04435,2.06E-11,4.85E-02,
R04438,2.62E+02,8.92E-03,TDPAGTA
R04439,1.64E-04,4.46E-01,DMORh
R04440,1.64E-04,4.46E-01,KARI_23dhmb
R04441,1.66E+06,3.36E-01,DHAD1
R04443,4.65E-01,2.87E-02,PHCHGS
R04444,1.41E+06,2.35E-02,PHCDm
R04445,9.42E+05,2.35E-02,r0686
R04446,1.37E-09,6.98E-02,
R04447,1.52E+08,5.94E-02,
R04453,5.56E+06,4.12E-01,
R04457,1.90E+14,2.01E-04,RBFSa
R04458,1.94E+45,5.30E-04,
R04461,5.76E+45,7.88E-02,
R04467,3.21E+01,2.34E-01,ADAPAT
R04475,7.24E-01,9.64E-02,SDPTA
R04478,2.75E-01,2.25E-01,
R04479,1.48E-58,2.64E-01,
R04483,4.08E+02,4.30E-02,
R04486,2.97E+00,1.76E-01,
R04487,4.12E-01,2.64E-01,
R04488,1.06E+07,2.54E-01,
R04489,1.75E-24,3.82E-03,
R04490,7.42E+04,1.84E-01,
R04501,1.79E+69,8.54E-02,
R04506,3.03E+06,4.12E-01,
R04507,4.43E+01,2.09E-03,
R04509,5.23E+00,3.81E-02,PMPK
R04510,3.96E+11,3.66E-02,
R04512,5.65E+01,1.39E-01,
R04515,1.99E+12,6.44E-02,
R04517,2.46E-04,4.65E-01,
R04518,1.64E-04,4.46E-01,
R04519,8.23E-53,1.58E-05,
R04520,7.44E+03,1.13E-01,
R04525,5.14E+05,1.76E-01,
R04526,2.51E+02,2.35E-02,
R04529,3.89E+04,1.50E-01,
R04531,3.33E+02,1.56E-01,
R04540,2.81E-33,3.53E-03,
R04541,1.11E+42,1.71E-03,
R04546,6.74E-41,7.88E-02,
R04547,3.73E-08,6.70E-02,
R04549,3.59E+04,1.14E-02,USHD
R04552,3.23E-01,2.54E-01,
R04556,8.13E-12,3.36E-01,
R04557,5.43E-12,3.23E-01,
R04559,7.00E-03,9.64E-02,
R04560,8.89E-02,9.64E-02,AICART
R04565,6.47E+09,5.70E-02,RE3556C
R04570,2.61E+65,2.08E-02,
R04573,9.08E+04,2.64E-01,
R04577,1.03E+02,1.76E-01,
R04579,1.03E+02,1.76E-01,
R04580,4.62E+01,2.09E-03,
R04581,3.20E+02,2.55E-02,
R04587,1.68E+01,1.71E-03,UHGADA
R04591,1.84E+11,1.70E-02,
R04592,3.73E-08,6.70E-02,
R04593,4.33E-04,3.98E-03,
R04594,3.33E+02,3.80E-01,RZ5PP
R04597,9.40E+43,1.28E-02,
R04606,5.18E+03,2.26E-02,LPADSS
R04608,9.97E+00,5.94E-02,
R04609,3.85E-05,1.00E-01,RE3519R
R04611,1.04E+00,1.44E-01,
R04616,5.41E+52,5.24E-01,
R04617,9.45E+04,2.64E-01,
R04618,4.10E+00,1.50E-01,
R04619,2.51E+02,3.66E-02,
R04620,2.16E+12,4.30E-02,r0707
R04621,2.55E-03,1.99E-01,DNMPPA
R04623,5.26E-02,2.86E-01,
R04638,9.78E+06,1.39E-01,DNTPPA_1
R04639,7.81E-12,8.57E-03,r0708
R04640,9.97E+00,3.80E-01,PRMICI
R04641,5.39E+03,2.16E-01,
R04657,4.43E+01,3.36E-01,TDSK
R04666,4.70E+08,2.87E-02,
R04671,6.44E-02,4.49E-03,
R04672,3.23E-01,2.25E-01,APLh
R04673,4.66E-02,4.66E-02,ACAS_2ahbut
R04674,3.59E+16,2.65E-02,
R04675,2.58E+69,8.54E-02,
R04678,1.27E+01,2.98E-01,
R04681,7.88E-02,2.98E-01,
R04682,5.26E-02,2.86E-01,
R04683,1.55E+02,1.50E-01,
R04687,2.91E-06,2.34E-01,
R04688,1.94E-06,2.34E-01,
R04690,4.05E-83,5.48E-02,
R04694,1.14E-79,4.30E-02,
R04699,5.29E+71,7.56E-02,
R04701,4.03E+18,2.77E-03,
R04702,3.07E+77,5.94E-02,
R04703,1.61E+27,5.50E-03,
R04706,1.61E+27,5.50E-03,
R04708,3.07E+77,5.94E-02,
R04728,2.75E-01,2.25E-01,
R04731,9.42E+05,1.92E-02,
R04732,1.05E-02,7.27E-02,
R04737,2.46E-04,4.65E-01,HACD7m
R04738,7.54E-01,3.10E-01,ECOAH7p
R04739,2.46E-04,4.65E-01,HACD6i
R04740,7.54E-01,3.10E-01,ECOAH6
R04741,2.46E-04,4.65E-01,HACD5m
R04742,1.87E-06,3.36E-01,ACACT5r_1
R04743,2.46E-04,4.65E-01,HACD4i
R04744,7.54E-01,3.10E-01,ECOAH4p
R04745,2.46E-04,4.65E-01,HACD3
R04746,7.54E-01,3.10E-01,ECOAH3
R04747,1.87E-06,3.36E-01,
R04748,4.71E-05,3.10E-01,HACD2
R04749,6.68E-01,9.64E-02,ECOAH2
R04751,1.21E-08,8.25E-04,
R04753,5.43E-12,3.23E-01,
R04754,7.74E-09,7.88E-02,
R04758,5.26E-02,2.86E-01,
R04768,1.61E+27,5.50E-03,
R04776,5.61E+03,2.09E-03,
R04777,7.75E+03,2.17E-03,
R04779,1.89E+02,1.76E-01,PFKh
R04780,2.23E+02,1.76E-01,BFBPh
R04781,2.75E-01,2.25E-01,
R04783,2.23E+02,1.23E-01,
R04784,1.99E+12,6.44E-02,
R04801,2.75E+36,1.29E-03,
R04804,6.44E-02,9.64E-02,
R04805,8.98E-05,4.46E-01,
R04806,2.58E+69,8.54E-02,
R04807,2.58E+69,8.54E-02,
R04809,2.75E-01,2.25E-01,
R04810,2.46E-04,4.65E-01,
R04811,2.10E-05,7.56E-02,
R04812,2.46E-04,4.65E-01,
R04813,3.64E+00,2.25E-01,
R04817,2.55E-03,2.26E-03,
R04818,7.88E-02,2.98E-01,
R04819,5.26E-02,2.86E-01,
R04823,2.55E-03,2.26E-03,
R04824,7.88E-02,2.98E-01,
R04825,5.26E-02,2.86E-01,
R04826,5.29E+71,7.56E-02,
R04829,7.88E-02,2.98E-01,
R04830,1.90E+01,2.86E-01,
R04831,2.46E-04,4.65E-01,
R04832,7.88E-02,2.98E-01,
R04833,5.26E-02,2.86E-01,
R04834,2.46E-04,4.65E-01,
R04835,7.88E-02,2.98E-01,
R04836,5.26E-02,2.86E-01,
R04837,7.88E-02,2.98E-01,
R04838,5.26E-02,2.86E-01,
R04840,5.26E-02,2.86E-01,
R04842,7.88E-02,2.98E-01,
R04843,5.26E-02,2.86E-01,
R04844,2.46E-04,4.65E-01,
R04845,7.88E-02,2.98E-01,
R04846,5.26E-02,2.86E-01,
R04847,2.46E-04,4.65E-01,
R04849,1.27E+01,2.98E-01,
R04850,2.49E+67,3.11E-02,
R04853,8.94E+71,7.27E-02,
R04857,8.17E-01,1.05E-02,
R04862,1.24E-04,8.20E-02,HICITDm
R04870,1.15E+18,3.39E-03,
R04874,1.82E+02,8.54E-02,
R04875,6.42E-01,9.64E-02,
R04876,4.23E+03,4.65E-01,
R04879,9.20E-50,1.63E-02,
R04880,8.98E-05,4.46E-01,34DHOXPEGOX
R04882,3.03E+06,4.12E-01,
R04883,2.03E+06,4.12E-01,
