kegg_id,Keq,stdev,bigg_id
R09254,9.22E-01,1.84E-01,
R09255,3.59E+04,2.66E-03,
R09256,4.57E+04,2.66E-03,
R09257,3.59E+04,2.66E-03,
R09270,6.79E-06,2.26E-02,
R09271,7.07E-06,2.26E-02,
R09272,9.06E+42,4.49E-03,
R09273,2.73E+01,5.94E-02,
R09275,3.34E+64,4.85E-02,
R09276,4.72E+44,1.28E-02,
R09277,4.51E+08,2.75E-01,
R09278,5.21E+01,7.27E-02,
R09279,4.96E+04,2.09E-03,
R09280,5.05E-02,1.13E-01,SSCOARy
R09281,6.16E-01,2.54E-01,GHBDHy
R09282,3.64E+00,2.25E-01,
R09285,6.87E+03,2.16E-01,
R09286,1.76E+00,1.51E-03,
R09287,6.87E+03,2.16E-01,
R09289,4.52E-05,9.64E-02,MSAR
R09291,3.05E-08,1.05E-03,
R09294,9.81E-20,3.38E-02,
R09307,1.35E-05,7.71E-08,
R09308,1.69E+12,5.48E-02,
R09312,9.62E+11,1.06E-07,
R09313,3.51E+73,2.55E-02,
R09314,8.43E+77,2.65E-02,
R09327,5.10E+70,6.18E-02,
R09328,3.22E+13,2.17E-03,
R09329,1.04E+01,2.86E-01,
R09330,3.66E+35,2.34E-01,
R09331,1.31E+03,2.17E-02,
R09332,3.47E+02,2.17E-02,
R09333,1.40E-42,8.54E-02,
R09334,1.85E+22,2.99E-02,
R09335,5.78E+19,1.33E-02,
R09336,8.04E-96,2.77E-03,
R09337,6.93E+00,5.94E-02,
R09338,6.77E+70,2.87E-02,
R09347,1.14E-03,1.09E-01,
R09348,9.59E-13,1.69E-01,
R09349,1.40E-42,8.54E-02,
R09354,2.39E-08,5.24E-01,
R09357,3.97E+35,2.34E-01,
R09360,9.59E-13,1.69E-01,
R09361,9.59E-13,1.69E-01,
R09362,1.40E-42,8.54E-02,
R09363,2.62E+77,2.45E-03,
R09364,7.67E+06,5.70E-02,
R09374,1.07E+05,1.45E-02,
R09375,4.57E+04,2.98E-01,
R09376,6.57E+04,2.98E-01,
R09378,2.05E+03,2.26E-02,
R09379,2.03E+05,1.23E-02,
R09388,7.88E-02,2.98E-01,
R09390,1.17E+64,1.84E-02,
R09391,1.76E+13,6.18E-02,
R09392,1.76E+13,6.18E-02,
R09399,6.33E+03,1.18E-01,GF4GL_0
R09406,2.58E+69,4.92E-06,
R09410,7.93E-04,3.56E-06,
R09411,1.12E-09,1.72E-06,
R09412,5.82E-08,5.04E-01,
R09413,6.05E-08,5.04E-01,
R09414,4.04E-08,5.04E-01,
R09415,3.88E-08,5.04E-01,
R09418,1.51E+72,5.12E-06,
R09437,2.19E+45,5.24E-01,
R09438,3.33E+52,5.24E-01,
R09439,2.99E+48,1.33E-01,
R09440,3.33E+52,5.24E-01,
R09441,2.58E+69,8.54E-02,
R09445,2.39E+42,3.12E-03,
R09446,1.22E+51,5.07E-03,
R09447,1.02E+05,1.56E-01,
R09448,1.52E+07,5.04E-01,
R09451,3.28E+69,5.07E-03,
R09452,2.58E+69,8.54E-02,
R09453,2.58E+69,8.54E-02,
R09454,2.58E+69,8.54E-02,
R09455,1.52E+07,5.04E-01,
R09456,1.52E+07,5.04E-01,
R09457,3.55E+45,5.24E-01,
R09458,3.55E+45,5.24E-01,
R09459,3.55E+45,5.24E-01,
R09460,6.26E+69,8.54E-02,
R09461,2.58E+69,8.54E-02,
R09464,3.85E-05,1.00E-01,
R09465,3.85E-05,1.00E-01,
R09472,1.99E-01,9.64E-02,
R09477,1.34E-03,4.29E-01,
R09478,5.10E-05,3.39E-03,
R09479,1.09E+11,9.25E-02,
R09483,4.05E+04,6.70E-02,
R09486,4.08E+02,8.95E-04,
R09488,1.44E+00,1.18E-02,
R09490,2.88E-03,5.70E-02,
R09491,9.21E+12,1.24E-03,
R09492,3.35E+63,4.68E-03,
R09495,1.11E+17,1.33E-02,
R09501,1.82E-36,3.38E-02,
R09502,7.42E+04,7.90E-03,FTR
R09504,7.82E+50,4.68E-03,
R09508,1.58E+09,1.34E-03,
R09512,5.02E+75,2.46E-04,
R09514,2.62E+51,3.70E-05,
R09515,6.26E+69,8.54E-02,
R09516,6.26E+69,8.54E-02,
R09517,2.16E+74,2.55E-02,
R09520,1.42E+03,9.25E-02,FADRx2
R09524,2.42E+01,1.56E-01,
R09525,8.84E+37,4.68E-03,
R09527,3.51E-02,7.88E-02,
R09528,3.48E+01,1.93E-03,
R09529,2.25E+11,1.04E-01,
R09532,5.67E+00,1.56E-01,
R09533,1.15E-07,9.64E-02,
R09534,1.47E-07,1.63E-01,
R09535,1.33E-02,3.24E-02,
R09536,7.90E-03,2.64E-01,
R09537,1.49E+02,1.69E-01,
R09538,2.38E+06,8.20E-02,
R09539,8.46E+01,7.27E-02,
R09541,4.44E-37,1.29E-03,
R09544,4.16E-04,2.16E-01,
R09545,4.42E+02,3.50E-01,
R09546,6.00E-05,4.46E-01,
R09547,2.03E+06,4.12E-01,
R09548,1.22E+02,3.36E-01,
R09549,2.58E+69,8.54E-02,
R09550,2.54E-01,7.56E-02,
R09554,1.46E+07,4.12E-01,
R09555,3.86E+69,4.87E-03,
R09556,1.65E-17,8.23E-03,
R09557,6.10E+02,2.36E-03,
R09558,1.33E+48,1.64E-04,
R09559,5.45E+12,2.45E-03,
R09561,7.31E-04,1.99E-01,
R09562,1.18E+12,6.20E-03,
R09563,1.16E+54,4.66E-02,
R09565,4.22E+54,6.20E-03,
R09568,1.97E+02,2.07E-01,
R09572,1.66E+81,3.54E-04,
R09573,2.80E+143,5.96E-03,
R09575,1.21E+79,1.59E-06,
R09576,5.29E+71,7.56E-02,
R09577,4.39E+79,5.94E-02,
R09586,2.05E+77,5.94E-02,
R09587,2.49E+67,3.11E-02,
R09588,7.82E+00,5.05E-02,
R09589,4.62E+01,2.09E-03,
R09590,1.47E+05,2.64E-01,
R09591,1.01E+08,2.65E-02,
R09592,2.04E+04,1.63E-01,
R09593,1.89E+03,7.29E-03,
R09595,2.50E+04,5.26E-02,
R09596,1.11E+04,4.85E-02,
R09601,1.32E+64,7.64E-05,
R09602,2.47E+82,5.48E-02,
R09603,5.39E+128,5.50E-03,
R09606,1.78E+59,1.61E-11,
R09610,4.02E+56,3.72E-07,
R09615,9.54E+51,2.39E-07,
R09617,1.94E+45,9.34E-05,
R09618,8.04E+04,6.18E-02,
R09619,5.12E+44,3.00E-03,
R09620,5.12E+44,3.00E-03,
R09621,8.04E+29,4.36E-06,
R09622,3.75E+03,2.54E-01,
R09623,8.02E+30,8.23E-03,
R09624,8.19E+61,6.77E-05,
R09625,7.82E+25,7.29E-03,
R09626,9.54E+51,2.39E-07,
R09627,9.67E+47,3.04E-07,
R09631,1.33E+00,7.56E-02,
R09632,6.46E-03,1.63E-01,
R09633,1.76E+25,8.25E-04,
R09634,2.51E+02,3.66E-02,
R09635,1.89E+02,1.50E-01,
R09636,1.55E+02,1.50E-01,
R09638,8.79E+14,7.00E-03,
R09640,1.33E-01,3.71E-06,
R09641,6.44E-02,2.99E-02,
R09643,2.40E+04,2.09E-03,
R09645,6.91E+01,1.63E-01,MANPGH
R09647,9.17E+01,1.69E-01,
R09648,1.07E+03,7.90E-03,
R09649,9.17E+01,1.69E-01,
R09650,2.23E+01,8.95E-04,
R09651,5.21E+01,2.44E-01,
R09660,3.90E+03,1.70E-02,
R09661,6.87E+03,2.16E-01,
R09664,1.17E+02,3.80E-01,
R09665,2.73E+01,1.39E-01,
R09666,5.43E+01,3.51E-02,
R09667,2.15E+01,3.97E-02,
R09668,1.92E-02,1.57E-02,
R09669,7.22E+00,2.26E-02,
R09674,4.16E+08,3.11E-02,
R09675,9.60E-01,8.59E-04,TPRDCOAS
R09680,5.21E+01,1.01E-03,
R09681,7.01E+09,1.47E-06,
R09683,4.76E+04,1.76E-01,
R09684,1.26E+04,5.94E-02,
R09685,9.67E+47,3.04E-07,
R09687,8.96E+33,4.49E-03,
R09694,8.99E+07,1.99E-01,
R09695,4.87E-03,4.85E-02,
R09696,4.38E+05,6.70E-02,
R09697,1.64E+10,5.28E-03,
R09702,1.56E-01,2.86E-01,
R09705,1.04E+00,1.00E+00,
R09707,5.36E-08,5.05E-02,
R09708,3.49E+00,1.33E-01,
R09713,9.22E+24,5.07E-03,
R09715,1.42E+29,3.72E-07,
R09717,5.69E-01,1.13E-01,
R09718,7.52E+00,5.05E-02,
